,error,Pitch,WindSpeed,Pitch action,reward
591,4.712552445613903,,,,
592,,44.10111905574792,,,
593,,,18.0,,
594,4.727453808449527,,,,
595,,44.26975754499429,,,
596,,,18.0,,
597,4.742195000655773,,,,
598,,44.438477230072046,,,
599,,,18.0,,
600,4.757268514895744,,,,
601,,44.60727916002269,,,
602,,,18.0,,
603,4.7734191233445555,,,,
604,,44.77617484092711,,,
605,,,18.0,,
606,4.790924351671295,,,,
607,,44.945184805393176,,,
608,,,18.0,,
609,4.80914063412625,,,,
610,,45.0,,,
611,,,18.0,,
612,4.826919573192589,,,,
613,,45.0,,,
614,,,18.0,,
615,4.844588284527987,,,,
616,,45.0,,,
617,,,18.0,,
618,4.861248739906298,,,,
619,,45.0,,,
620,,,18.0,,
621,4.874470945800755,,,,
622,,45.0,,,
623,,,18.0,,
624,4.883955792991679,,,,
625,,45.0,,,
626,,,18.0,,
627,4.892755882708705,,,,
628,,45.0,,,
629,,,18.0,,
630,4.903677235008601,,,,
631,,45.0,,,
632,,,18.0,,
633,4.915412285670435,,,,
634,,45.0,,,
635,,,18.0,,
636,4.925741461404072,,,,
637,,45.0,,,
638,,,18.0,,
639,4.935428169313871,,,,
640,,45.0,,,
641,,,18.0,,
642,4.946091660968417,,,,
643,,45.0,,,
644,,,18.0,,
645,4.957082187267832,,,,
646,,45.0,,,
647,,,18.0,,
648,4.966854292143333,,,,
649,,45.0,,,
650,,,18.0,,
651,4.976004856215372,,,,
652,,45.0,,,
653,,,18.0,,
654,4.986431780298023,,,,
655,,45.0,,,
656,,,18.0,,
657,4.998344043187989,,,,
658,,45.0,,,
659,,,18.0,,
660,5.009334932816847,,,,
661,,45.0,,,
662,,,18.0,,
663,5.0167765202663555,,,,
664,,45.0,,,
665,,,18.0,,
666,5.0211085840338985,,,,
667,,45.0,,,
668,,,18.0,,
669,5.024971013244005,,,,
670,,45.0,,,
671,,,18.0,,
672,5.029608350978731,,,,
673,,45.0,,,
674,,,18.0,,
675,5.034257103985664,,,,
676,,45.0,,,
677,,,18.0,,
678,5.038176732590884,,,,
679,,45.0,,,
680,,,18.0,,
681,5.04234857383136,,,,
682,,45.0,,,
683,,,18.0,,
684,5.047617678805233,,,,
685,,45.0,,,
686,,,18.0,,
687,5.053202660706873,,,,
688,,45.0,,,
689,,,18.0,,
690,5.057762545028815,,,,
691,,45.0,,,
692,,,18.0,,
693,5.06117241934219,,,,
694,,45.0,,,
695,,,18.0,,
696,5.064175005970698,,,,
697,,45.0,,,
698,,,18.0,,
699,5.067330966411999,,,,
700,,45.0,,,
701,,,18.0,,
702,5.070039150062465,,,,
703,,45.0,,,
704,,,18.0,,
705,5.070480034949663,,,,
706,,45.0,,,
707,,,18.0,,
708,5.068492953473616,,,,
709,,45.0,,,
710,,,18.0,,
711,5.065960799357461,,,,
712,,45.0,,,
713,,,18.0,,
714,5.064118653281085,,,,
715,,45.0,,,
716,,,18.0,,
717,5.062311018580951,,,,
718,,45.0,,,
719,,,18.0,,
720,5.059755366323163,,,,
721,,45.0,,,
722,,,18.0,,
723,5.057496525409357,,,,
724,,45.0,,,
725,,,18.0,,
726,5.056336310964178,,,,
727,,45.0,,,
728,,,18.0,,
729,5.055239206781485,,,,
730,,45.0,,,
731,,,18.0,,
732,5.053421318242458,,,,
733,,45.0,,,
734,,,18.0,,
735,5.051730744676142,,,,
736,,45.0,,,
737,,,18.0,,
738,5.051021187180078,,,,
739,,45.0,,,
740,,,18.0,,
741,5.050593200493722,,,,
742,,45.0,,,
743,,,18.0,,
744,5.048742479089369,,,,
745,,45.0,,,
746,,,18.0,,
747,5.045146809375215,,,,
748,,45.0,,,
749,,,18.0,,
750,5.041733080181672,,,,
751,,45.0,,,
752,,,18.0,,
753,5.039983896534846,,,,
754,,45.0,,,
755,,,18.0,,
756,5.039061596954593,,,,
757,,45.0,,,
758,,,18.0,,
759,5.037206774590971,,,,
760,,45.0,,,
761,,,18.0,,
762,5.03494671743336,,,,
763,,45.0,,,
764,,,18.0,,
765,5.034240154990542,,,,
766,,45.0,,,
767,,,18.0,,
768,5.0349882022663675,,,,
769,,45.0,,,
770,,,18.0,,
771,5.03521373370888,,,,
772,,45.0,,,
773,,,18.0,,
774,5.034297239008723,,,,
775,,45.0,,,
776,,,18.0,,
777,5.033521743282288,,,,
778,,45.0,,,
779,,,18.0,,
780,5.033893793640656,,,,
781,,45.0,,,
782,,,18.0,,
783,5.034799051475677,,,,
784,,45.0,,,
785,,,18.0,,
786,5.035048187326739,,,,
787,,45.0,,,
788,,,18.0,,
789,5.034120353263708,,,,
790,,45.0,,,
791,,,18.0,,
792,5.033012875284716,,,,
793,,45.0,,,
794,,,18.0,,
795,5.033187844156751,,,,
796,,45.0,,,
797,,,18.0,,
798,5.035016097746594,,,,
799,,45.0,,,
800,,,18.0,,
801,5.0376032889563405,,,,
802,,45.0,,,
803,,,18.0,,
804,5.040048002405226,,,,
805,,45.0,,,
806,,,18.0,,
807,5.042170208885786,,,,
808,,45.0,,,
809,,,18.0,,
810,5.044232530194746,,,,
811,,45.0,,,
812,,,18.0,,
813,5.046463826739916,,,,
814,,45.0,,,
815,,,18.0,,
816,5.048679023324565,,,,
817,,45.0,,,
818,,,18.0,,
819,5.050352865925664,,,,
820,,45.0,,,
821,,,18.0,,
822,5.051136732946491,,,,
823,,45.0,,,
824,,,18.0,,
825,5.051310920971267,,,,
826,,45.0,,,
827,,,18.0,,
828,5.051487837607565,,,,
829,,45.0,,,
830,,,18.0,,
831,5.0517008116223,,,,
832,,45.0,,,
833,,,18.0,,
834,5.051745252408672,,,,
835,,45.0,,,
836,,,18.0,,
837,5.0518746166132384,,,,
838,,45.0,,,
839,,,18.0,,
840,5.052668628216068,,,,
841,,45.0,,,
842,,,18.0,,
843,5.054380715734601,,,,
844,,45.0,,,
845,,,18.0,,
846,5.056687654396423,,,,
847,,45.0,,,
848,,,18.0,,
849,5.058977105539103,,,,
850,,45.0,,,
851,,,18.0,,
852,5.060769166360156,,,,
853,,45.0,,,
854,,,18.0,,
855,5.061882278553302,,,,
856,,45.0,,,
857,,,18.0,,
858,5.0624011080736295,,,,
859,,45.0,,,
860,,,18.0,,
861,5.062400171117478,,,,
862,,45.0,,,
863,,,18.0,,
864,5.06172911605084,,,,
865,,45.0,,,
866,,,18.0,,
867,5.060118410140994,,,,
868,,45.0,,,
869,,,18.0,,
870,5.057618337323683,,,,
871,,45.0,,,
872,,,18.0,,
873,5.055059185463158,,,,
874,,45.0,,,
875,,,18.0,,
876,5.053311003510897,,,,
877,,45.0,,,
878,,,18.0,,
879,5.052489341597453,,,,
880,,45.0,,,
881,,,18.0,,
882,5.052141345249048,,,,
883,,45.0,,,
884,,,18.0,,
885,5.05214940329208,,,,
886,,45.0,,,
887,,,18.0,,
888,5.052921474735836,,,,
889,,45.0,,,
890,,,18.0,,
891,5.054482409890458,,,,
892,,45.0,,,
893,,,18.0,,
894,5.056173740915691,,,,
895,,45.0,,,
896,,,18.0,,
897,5.057281234739425,,,,
898,,45.0,,,
899,,,18.0,,
900,5.0576350267845545,,,,
901,,45.0,,,
902,,,18.0,,
903,5.05755736542346,,,,
904,,45.0,,,
905,,,18.0,,
906,5.057221806201256,,,,
907,,45.0,,,
908,,,18.0,,
909,5.056171966841724,,,,
910,,45.0,,,
911,,,18.0,,
912,5.054289672606549,,,,
913,,45.0,,,
914,,,18.0,,
915,5.052250324374698,,,,
916,,45.0,,,
917,,,18.0,,
918,5.050950873437328,,,,
919,,45.0,,,
920,,,18.0,,
921,5.050831503275841,,,,
922,,45.0,,,
923,,,18.0,,
924,5.051795940424411,,,,
925,,45.0,,,
926,,,18.0,,
927,5.053412004876687,,,,
928,,45.0,,,
929,,,18.0,,
930,5.055265701310983,,,,
931,,45.0,,,
932,,,18.0,,
933,5.057147846043678,,,,
934,,45.0,,,
935,,,18.0,,
936,5.058945609770932,,,,
937,,45.0,,,
938,,,18.0,,
939,5.060594709249818,,,,
940,,45.0,,,
941,,,18.0,,
942,5.062101513663905,,,,
943,,45.0,,,
944,,,18.0,,
945,5.063038914216257,,,,
946,,45.0,,,
947,,,18.0,,
948,5.062392971024405,,,,
949,,45.0,,,
950,,,18.0,,
951,5.060124995017349,,,,
952,,45.0,,,
953,,,18.0,,
954,5.057494030208818,,,,
955,,45.0,,,
956,,,18.0,,
957,5.055673135944181,,,,
958,,45.0,,,
959,,,18.0,,
960,5.054623629372772,,,,
961,,45.0,,,
962,,,18.0,,
963,5.053887617495546,,,,
964,,45.0,,,
965,,,18.0,,
966,5.053599931547984,,,,
967,,45.0,,,
968,,,18.0,,
969,5.054172983521584,,,,
970,,45.0,,,
971,,,18.0,,
972,5.0554752623997885,,,,
973,,45.0,,,
974,,,18.0,,
975,5.056929783008915,,,,
976,,45.0,,,
977,,,18.0,,
978,5.05830855343368,,,,
979,,45.0,,,
980,,,18.0,,
981,5.059799132115323,,,,
982,,45.0,,,
983,,,18.0,,
984,5.061127086400761,,,,
985,,45.0,,,
986,,,18.0,,
987,5.061400656190394,,,,
988,,45.0,,,
989,,,18.0,,
990,5.0606372232980235,,,,
991,,45.0,,,
992,,,18.0,,
993,5.059622818505342,,,,
994,,45.0,,,
995,,,18.0,,
996,5.058649725857946,,,,
997,,45.0,,,
998,,,18.0,,
999,5.057481967275973,,,,
1000,,45.0,,,
1001,,,18.0,,
1002,5.056027418329762,,,,
1003,,45.0,,,
1004,,,18.0,,
1005,5.054730346886692,,,,
1006,,45.0,,,
1007,,,18.0,,
1008,5.0541524416618975,,,,
1009,,45.0,,,
1010,,,18.0,,
1011,5.054184133841551,,,,
1012,,45.0,,,
1013,,,18.0,,
1014,5.054170807815139,,,,
1015,,45.0,,,
1016,,,18.0,,
1017,5.05384587701774,,,,
1018,,45.0,,,
1019,,,18.0,,
1020,5.053654660708351,,,,
1021,,45.0,,,
1022,,,18.0,,
1023,5.053763017746165,,,,
1024,,45.0,,,
1025,,,18.0,,
1026,5.053398159360433,,,,
1027,,45.0,,,
1028,,,18.0,,
1029,5.0516899865027085,,,,
1030,,45.0,,,
1031,,,18.0,,
1032,5.049538078428826,,,,
1033,,45.0,,,
1034,,,18.0,,
1035,5.048083979696138,,,,
1036,,45.0,,,
1037,,,18.0,,
1038,5.047075902993287,,,,
1039,,45.0,,,
1040,,,18.0,,
1041,5.0456776908915835,,,,
1042,,45.0,,,
1043,,,18.0,,
1044,5.0438799348251475,,,,
1045,,45.0,,,
1046,,,18.0,,
1047,5.0425229313803746,,,,
1048,,45.0,,,
1049,,,18.0,,
1050,5.042053865443645,,,,
1051,,45.0,,,
1052,,,18.0,,
1053,5.041946716922669,,,,
1054,,45.0,,,
1055,,,18.0,,
1056,5.041581422781697,,,,
1057,,45.0,,,
1058,,,18.0,,
1059,5.041051168683618,,,,
1060,,45.0,,,
1061,,,18.0,,
1062,5.0406913030749205,,,,
1063,,45.0,,,
1064,,,18.0,,
1065,5.040314235591982,,,,
1066,,45.0,,,
1067,,,18.0,,
1068,5.039481390068547,,,,
1069,,45.0,,,
1070,,,18.0,,
1071,5.038327399043181,,,,
1072,,45.0,,,
1073,,,18.0,,
1074,5.0375213492900714,,,,
1075,,45.0,,,
1076,,,18.0,,
1077,5.037156113901743,,,,
1078,,45.0,,,
1079,,,18.0,,
1080,5.036864503376698,,,,
1081,,45.0,,,
1082,,,18.0,,
1083,5.036712767422834,,,,
1084,,45.0,,,
1085,,,18.0,,
1086,5.037327048501387,,,,
1087,,45.0,,,
1088,,,18.0,,
1089,5.03889846848757,,,,
1090,,45.0,,,
1091,,,18.0,,
1092,5.040862617481512,,,,
1093,,45.0,,,
1094,,,18.0,,
1095,5.042655317749672,,,,
1096,,45.0,,,
1097,,,18.0,,
1098,5.044245695442961,,,,
1099,,45.0,,,
1100,,,18.0,,
1101,5.045781118251238,,,,
1102,,45.0,,,
1103,,,18.0,,
1104,5.047006031366392,,,,
1105,,45.0,,,
1106,,,18.0,,
1107,5.047611696155382,,,,
1108,,45.0,,,
1109,,,18.0,,
1110,5.04805500021314,,,,
1111,,45.0,,,
1112,,,18.0,,
1113,5.0489057528855765,,,,
1114,,45.0,,,
1115,,,18.0,,
1116,5.049895690494358,,,,
1117,,45.0,,,
1118,,,18.0,,
1119,5.050604800482368,,,,
1120,,45.0,,,
1121,,,18.0,,
1122,5.051307611773247,,,,
1123,,45.0,,,
1124,,,18.0,,
1125,5.05276581722968,,,,
1126,,45.0,,,
1127,,,18.0,,
1128,5.055373533913832,,,,
1129,,45.0,,,
1130,,,18.0,,
1131,5.058649480699705,,,,
1132,,45.0,,,
1133,,,18.0,,
1134,5.061932792639579,,,,
1135,,45.0,,,
1136,,,18.0,,
1137,5.064975123463238,,,,
1138,,45.0,,,
1139,,,18.0,,
1140,5.067576574356262,,,,
1141,,45.0,,,
1142,,,18.0,,
1143,5.069405310560356,,,,
1144,,45.0,,,
1145,,,18.0,,
1146,5.070376653808424,,,,
1147,,45.0,,,
1148,,,18.0,,
1149,5.070836408334577,,,,
1150,,45.0,,,
1151,,,18.0,,
1152,5.071168669581128,,,,
1153,,45.0,,,
1154,,,18.0,,
1155,5.071200036252278,,,,
1156,,45.0,,,
1157,,,18.0,,
1158,5.070700755918248,,,,
1159,,45.0,,,
1160,,,18.0,,
1161,5.070003432801394,,,,
1162,,45.0,,,
1163,,,18.0,,
1164,5.06969376146589,,,,
1165,,45.0,,,
1166,,,18.0,,
1167,5.0699978157730845,,,,
1168,,45.0,,,
1169,,,18.0,,
1170,5.070768099461745,,,,
1171,,45.0,,,
1172,,,18.0,,
1173,5.071821614449984,,,,
1174,,45.0,,,
1175,,,18.0,,
1176,5.072777438460296,,,,
1177,,45.0,,,
1178,,,18.0,,
1179,5.073216580370186,,,,
1180,,45.0,,,
1181,,,18.0,,
1182,5.072768918449892,,,,
1183,,45.0,,,
1184,,,18.0,,
1185,5.071264369606354,,,,
1186,,45.0,,,
1187,,,18.0,,
1188,5.069035032849245,,,,
1189,,45.0,,,
1190,,,18.0,,
1191,5.06647132468178,,,,
1192,,45.0,,,
1193,,,18.0,,
1194,5.063176921829011,,,,
1195,,45.0,,,
1196,,,18.0,,
1197,5.0587809145977705,,,,
1198,,45.0,,,
1199,,,18.0,,
1200,5.054245967729541,,,,
1201,,45.0,,,
1202,,,18.0,,
1203,5.0509236223041185,,,,
1204,,45.0,,,
1205,,,18.0,,
1206,5.048987359079833,,,,
1207,,45.0,,,
1208,,,18.0,,
1209,5.047603051864515,,,,
1210,,45.0,,,
1211,,,18.0,,
1212,5.046413381760137,,,,
1213,,45.0,,,
1214,,,18.0,,
1215,5.045791153166345,,,,
1216,,45.0,,,
1217,,,18.0,,
1218,5.045958956610443,,,,
1219,,45.0,,,
1220,,,18.0,,
1221,5.046400684793404,,,,
1222,,45.0,,,
1223,,,18.0,,
1224,5.046547137274935,,,,
1225,,45.0,,,
1226,,,18.0,,
1227,5.046424084161983,,,,
1228,,45.0,,,
1229,,,18.0,,
1230,5.046043548321345,,,,
1231,,45.0,,,
1232,,,18.0,,
1233,5.044954447704118,,,,
1234,,45.0,,,
1235,,,18.0,,
1236,5.04302275348579,,,,
1237,,45.0,,,
1238,,,18.0,,
1239,5.041142086824946,,,,
1240,,45.0,,,
1241,,,18.0,,
1242,5.040238932266788,,,,
1243,,45.0,,,
1244,,,18.0,,
1245,5.040060624195398,,,,
1246,,45.0,,,
1247,,,18.0,,
1248,5.039907559778801,,,,
1249,,45.0,,,
1250,,,18.0,,
1251,5.040036532874103,,,,
1252,,45.0,,,
1253,,,18.0,,
1254,5.04123676844879,,,,
1255,,45.0,,,
1256,,,18.0,,
1257,5.043342491627429,,,,
1258,,45.0,,,
1259,,,18.0,,
1260,5.045304059626596,,,,
1261,,45.0,,,
1262,,,18.0,,
1263,5.046668051845878,,,,
1264,,45.0,,,
1265,,,18.0,,
1266,5.047874556656674,,,,
1267,,45.0,,,
1268,,,18.0,,
1269,5.049169105062642,,,,
1270,,45.0,,,
1271,,,18.0,,
1272,5.050141448704428,,,,
1273,,45.0,,,
1274,,,18.0,,
1275,5.050197419252491,,,,
1276,,45.0,,,
1277,,,18.0,,
1278,5.049755923511144,,,,
1279,,45.0,,,
1280,,,18.0,,
1281,5.0497118121591935,,,,
1282,,45.0,,,
1283,,,18.0,,
1284,5.049996313268849,,,,
1285,,45.0,,,
1286,,,18.0,,
1287,5.050034608035265,,,,
1288,,45.0,,,
1289,,,18.0,,
1290,5.0501381966324885,,,,
1291,,45.0,,,
1292,,,18.0,,
1293,5.05109356994787,,,,
1294,,45.0,,,
1295,,,18.0,,
1296,5.0526888259890175,,,,
1297,,45.0,,,
1298,,,18.0,,
1299,5.053934463970509,,,,
1300,,45.0,,,
1301,,,18.0,,
1302,5.05453400694619,,,,
1303,,45.0,,,
1304,,,18.0,,
1305,5.054986801487138,,,,
1306,,45.0,,,
1307,,,18.0,,
1308,5.05532691817539,,,,
1309,,45.0,,,
1310,,,18.0,,
1311,5.055154284045438,,,,
1312,,45.0,,,
1313,,,18.0,,
1314,5.0544041403180975,,,,
1315,,45.0,,,
1316,,,18.0,,
1317,5.053300538172393,,,,
1318,,45.0,,,
1319,,,18.0,,
1320,5.05214112256912,,,,
1321,,45.0,,,
1322,,,18.0,,
1323,5.050846830909486,,,,
1324,,45.0,,,
1325,,,18.0,,
1326,5.049478290258772,,,,
1327,,45.0,,,
1328,,,18.0,,
1329,5.048637862291923,,,,
1330,,45.0,,,
1331,,,18.0,,
1332,5.048780410136882,,,,
1333,,45.0,,,
1334,,,18.0,,
1335,5.049443290684678,,,,
1336,,45.0,,,
1337,,,18.0,,
1338,5.049857268755082,,,,
1339,,45.0,,,
1340,,,18.0,,
1341,5.049889248813374,,,,
1342,,45.0,,,
1343,,,18.0,,
1344,5.0498174262883335,,,,
1345,,45.0,,,
1346,,,18.0,,
1347,5.049605996952533,,,,
1348,,45.0,,,
1349,,,18.0,,
1350,5.049065838719912,,,,
1351,,45.0,,,
1352,,,18.0,,
1353,5.0485493287699414,,,,
1354,,45.0,,,
1355,,,18.0,,
1356,5.04805437635723,,,,
1357,,45.0,,,
1358,,,18.0,,
1359,5.0471099287736205,,,,
1360,,45.0,,,
1361,,,18.0,,
1362,5.045749684264546,,,,
1363,,45.0,,,
1364,,,18.0,,
1365,5.044843250686606,,,,
1366,,45.0,,,
1367,,,18.0,,
1368,5.045175317267084,,,,
1369,,45.0,,,
1370,,,18.0,,
1371,5.046509047755514,,,,
1372,,45.0,,,
1373,,,18.0,,
1374,5.048177034573518,,,,
1375,,45.0,,,
1376,,,18.0,,
1377,5.050036617840595,,,,
1378,,45.0,,,
1379,,,18.0,,
1380,5.052161462477015,,,,
1381,,45.0,,,
1382,,,18.0,,
1383,5.054178857199426,,,,
1384,,45.0,,,
1385,,,18.0,,
1386,5.055639442146068,,,,
1387,,45.0,,,
1388,,,18.0,,
1389,5.0566602087472035,,,,
1390,,45.0,,,
1391,,,18.0,,
1392,5.05781206371523,,,,
1393,,45.0,,,
1394,,,18.0,,
1395,5.059244854297524,,,,
1396,,45.0,,,
1397,,,18.0,,
1398,5.060205705321067,,,,
1399,,45.0,,,
1400,,,18.0,,
1401,5.060327817806117,,,,
1402,,45.0,,,
1403,,,18.0,,
1404,5.060269379503319,,,,
1405,,45.0,,,
1406,,,18.0,,
1407,5.060851697102097,,,,
1408,,45.0,,,
1409,,,18.0,,
1410,5.0622427504628185,,,,
1411,,45.0,,,
1412,,,18.0,,
1413,5.0640935675145045,,,,
1414,,45.0,,,
1415,,,18.0,,
1416,5.066058077302969,,,,
1417,,45.0,,,
1418,,,18.0,,
1419,5.067938387099515,,,,
1420,,45.0,,,
1421,,,18.0,,
1422,5.069329761525118,,,,
1423,,45.0,,,
1424,,,18.0,,
1425,5.069744423372486,,,,
1426,,45.0,,,
1427,,,18.0,,
1428,5.0692502923670535,,,,
1429,,45.0,,,
1430,,,18.0,,
1431,5.068563388030296,,,,
1432,,45.0,,,
1433,,,18.0,,
1434,5.067920499531418,,,,
1435,,45.0,,,
1436,,,18.0,,
1437,5.06641113700566,,,,
1438,,45.0,,,
1439,,,18.0,,
